raw_token_id	raw_token	frequency	nfc_search_key	casefold_search_key	unicode_char_length	semantic_status	interpretive_status
R003502	vi	4	vi	vi	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003503	vi,	3	vi,	vi,	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003504	virdik.	1	virdik.	virdik.	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003505	visi.	1	visi.	visi.	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003506	vurmuş;	1	vurmuş;	vurmuş;	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003507	vücut,	1	vücut,	vücut,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003508	vır	1	vır	vır	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003509	W	2	W	w	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003510	w	5	w	w	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003511	wacibun-nar	1	wacibun-nar	wacibun-nar	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003512	Wacıb	2	Wacıb	wacıb	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003513	Wacıbe	1	Wacıbe	wacıbe	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003514	Wacıde	1	Wacıde	wacıde	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003515	Wahıde	1	Wahıde	wahıde	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003516	wahıdın	1	wahıdın	wahıdın	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003517	Wan	1	Wan	wan	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003518	wan	17	wan	wan	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003519	wanbuye.	1	wanbuye.	wanbuye.	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003520	Waroıq	1	Waroıq	waroıq	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003521	wasiteye	1	wasiteye	wasiteye	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003522	wc	1	wc	wc	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003523	We	2	We	we	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003524	we	27	we	we	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003525	we,	3	we,	we,	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003526	wechi	1	wechi	wechi	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003527	weda	3	weda	weda	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003528	wefata	1	wefata	wefata	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003529	weha	2	weha	weha	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003530	wehe	2	wehe	wehe	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003531	wehy-fı	1	wehy-fı	wehy-fı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003532	Wek	1	Wek	wek	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003533	wek	8	wek	wek	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003534	wekfı	1	wekfı	wekfı	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003535	weki	3	weki	weki	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003536	wekil,	1	wekil,	wekil,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003537	Wekiliya	1	Wekiliya	wekiliya	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003538	weku	3	weku	weku	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003539	wel-emr!	1	wel-emr!	wel-emr!	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003540	welate	5	welate	welate	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003541	weleded-ı	1	weleded-ı	weleded-ı	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003542	wellalı	1	wellalı	wellalı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003543	wen	1	wen	wen	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003544	Wer	1	Wer	wer	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003545	wer	4	wer	wer	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003546	Wer'a	1	Wer'a	wer'a	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003547	wergerandın	2	wergerandın	wergerandın	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003548	wergerandın.	2	wergerandın.	wergerandın.	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003549	wergerandına	1	wergerandına	wergerandına	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003550	wergerinıka	2	wergerinıka	wergerinıka	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003551	werin	1	werin	werin	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003552	wesiqe	2	wesiqe	wesiqe	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003553	Wessafe	1	Wessafe	wessafe	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003554	Wey	2	Wey	wey	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003555	weya	2	weya	weya	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003556	weye	2	weye	weye	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003557	Weysi!	1	Weysi!	weysi!	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003558	wez1yeta	1	wez1yeta	wez1yeta	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003559	Wi	6	Wi	wi	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003560	wi	33	wi	wi	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003561	wida	1	wida	wida	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003562	wira	2	wira	wira	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003563	wirabfı.	1	wirabfı.	wirabfı.	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003564	wiye	1	wiye	wiye	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003565	wıcfıde	1	wıcfıde	wıcfıde	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003566	wıcfıdek!	1	wıcfıdek!	wıcfıdek!	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003567	wıcub	1	wıcub	wıcub	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003568	wındabune	1	wındabune	wındabune	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003569	wısa	2	wısa	wısa	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003570	xadıme	1	xadıme	xadıme	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003571	xafıl	1	xafıl	xafıl	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003572	xaibi	1	xaibi	xaibi	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003573	xale	2	xale	xale	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003574	xalıqe	2	xalıqe	xalıqe	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003575	xalıs	1	xalıs	xalıs	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003576	xame	2	xame	xame	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003577	xame,	1	xame,	xame,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003578	xameya	1	xameya	xameya	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003579	XAN	1	XAN	xan	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003580	Xan'e	1	Xan'e	xan'e	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003581	Xani	10	Xani	xani	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003582	xani!	1	xani!	xani!	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003583	Xani'ye	1	Xani'ye	xani'ye	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003584	XANİ	2	XANİ	xani̇	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003585	XANÎ	1	XANÎ	xanî	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003586	Xaqan	1	Xaqan	xaqan	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003587	xare	1	xare	xare	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003588	xas	2	xas	xas	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003589	Xasma	1	Xasma	xasma	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003590	xasma	1	xasma	xasma	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003591	xebat	1	xebat	xebat	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003592	xebate,	1	xebate,	xebate,	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003593	xeber	2	xeber	xeber	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003594	xeberdan	1	xeberdan	xeberdan	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003595	xef	1	xef	xef	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003596	xeleq	1	xeleq	xeleq	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003597	xeleqte!	1	xeleqte!	xeleqte!	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003598	xelke	1	xelke	xelke	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003599	xelke,	1	xelke,	xelke,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003600	xelkebfıye.	1	xelkebfıye.	xelkebfıye.	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003601	xelkeda	2	xelkeda	xelkeda	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003602	xelkera	1	xelkera	xelkera	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003603	xelkera,	1	xelkera,	xelkera,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003604	xelkeyeο	1	xelkeyeο	xelkeyeο	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003605	xelq	1	xelq	xelq	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003606	Xelqa	1	Xelqa	xelqa	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003607	Xelqe	2	Xelqe	xelqe	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003608	xelqe	1	xelqe	xelqe	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003609	xelten	1	xelten	xelten	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003610	Xemxwari	1	Xemxwari	xemxwari	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003611	xerez	1	xerez	xerez	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003612	xeyb	2	xeyb	xeyb	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003613	xeyl	1	xeyl	xeyl	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003614	xeyme	1	xeyme	xeyme	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003615	xeyre	1	xeyre	xeyre	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003616	xeyreta	1	xeyreta	xeyreta	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003617	Xezra	1	Xezra	xezra	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003618	Xilafet:	1	Xilafet:	xilafet:	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003619	xilafete	1	xilafete	xilafete	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003620	xirete	1	xirete	xirete	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003621	xlı.nriz!	1	xlı.nriz!	xlı.nriz!	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003622	xuld	1	xuld	xuld	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003623	xurt	1	xurt	xurt	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003624	Xurşide	1	Xurşide	xurşide	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003625	xuya	1	xuya	xuya	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003626	xuya,	1	xuya,	xuya,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003627	XVII'anda	1	XVII'anda	xvii'anda	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003628	XVII.	1	XVII.	xvii.	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003629	xwabe	1	xwabe	xwabe	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003630	xwane	1	xwane	xwane	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003631	xwar	1	xwar	xwar	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003632	xwar,	1	xwar,	xwar,	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003633	xwariye.	1	xwariye.	xwariye.	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003634	Xwde	2	Xwde	xwde	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003635	xwe	35	xwe	xwe	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003636	xwe,	3	xwe,	xwe,	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003637	XWED&RA	1	XWED&RA	xwed&ra	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003638	XWED:it	1	XWED:it	xwed:it	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003639	Xweda	2	Xweda	xweda	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003640	xweda	7	xweda	xweda	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003641	Xwedcye,	1	Xwedcye,	xwedcye,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003642	Xwede	6	Xwede	xwede	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003643	Xwede'da	1	Xwede'da	xwede'da	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003644	Xwede;	1	Xwede;	xwede;	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003645	xwedi	2	xwedi	xwedi	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003646	XWEDI::	1	XWEDI::	xwedi::	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003647	xwediye	2	xwediye	xwediye	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003648	xwendevananra	1	xwendevananra	xwendevananra	13	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003649	xwendevananra,	1	xwendevananra,	xwendevananra,	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003650	xwendevanen	2	xwendevanen	xwendevanen	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003651	xwendevani	1	xwendevani	xwendevani	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003652	xwendeva­	1	xwendeva­	xwendeva­	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003653	xwendi	1	xwendi	xwendi	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003654	xwendme,	1	xwendme,	xwendme,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003655	xwendın,	1	xwendın,	xwendın,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003656	xwendına	2	xwendına	xwendına	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003657	xwera	4	xwera	xwera	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003658	xweve	1	xweve	xweve	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003659	xweye	1	xweye	xweye	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003660	xwe­	2	xwe­	xwe­	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003661	Xweş	2	Xweş	xweş	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003662	xweş	4	xweş	xweş	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003663	Xweşxilqete,	1	Xweşxilqete,	xweşxilqete,	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003664	xweşın.	1	xweşın.	xweşın.	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003665	xwinın.	2	xwinın.	xwinın.	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003666	xılas	1	xılas	xılas	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003667	xırabi-yfı	1	xırabi-yfı	xırabi-yfı	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003668	xırabin,	1	xırabin,	xırabin,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003669	Xırabiye,	1	Xırabiye,	xırabiye,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003670	xıstiye	1	xıstiye	xıstiye	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003671	xıstiye.	1	xıstiye.	xıstiye.	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003672	xıstiye;	1	xıstiye;	xıstiye;	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003673	xıstıne	1	xıstıne	xıstıne	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003674	xızanan,	1	xızanan,	xızanan,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003675	xızmet	1	xızmet	xızmet	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003676	xızmeta	1	xızmeta	xızmeta	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003677	xızmeteki	2	xızmeteki	xızmeteki	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003678	xızmeteki.	1	xızmeteki.	xızmeteki.	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003679	Y	4	Y	y	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003680	Ya	3	Ya	ya	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003681	ya	5	ya	ya	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003682	yabancı	1	yabancı	yabancı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003683	yada	1	yada	yada	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003684	Yahudi	1	Yahudi	yahudi	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003685	YAKARIŞ	1	YAKARIŞ	yakariş	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003686	yaklaşmaya	1	yaklaşmaya	yaklaşmaya	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003687	yaklaştığı	1	yaklaştığı	yaklaştığı	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003688	Yakın	1	Yakın	yakın	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003689	yakın	1	yakın	yakın	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003690	yakındır	1	yakındır	yakındır	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003691	yakınlarıydı	1	yakınlarıydı	yakınlarıydı	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003692	yakışık	1	yakışık	yakışık	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003693	yal	1	yal	yal	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003694	Yalnız	2	Yalnız	yalnız	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003695	yana	2	yana	yana	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003696	yanan	1	yanan	yanan	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003697	Yani	5	Yani	yani	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003698	yansısın	1	yansısın	yansısın	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003699	yansıyı	1	yansıyı	yansıyı	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003700	yanılmadığı,	1	yanılmadığı,	yanılmadığı,	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003701	yanılmadığını	1	yanılmadığını	yanılmadığını	13	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003702	yap	1	yap	yap	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003703	yapacağına	1	yapacağına	yapacağına	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003704	yapan	1	yapan	yapan	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003705	yapmış,	1	yapmış,	yapmış,	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003706	yaptı.	1	yaptı.	yaptı.	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003707	yaptın,	1	yaptın,	yaptın,	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003708	yaptın.	1	yaptın.	yaptın.	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003709	yar	2	yar	yar	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003710	yaraltılan,	1	yaraltılan,	yaraltılan,	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003711	yararlanılan	1	yararlanılan	yararlanılan	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003712	yaratan	1	yaratan	yaratan	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003713	yarattık-.	1	yarattık-.	yarattık-.	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003714	yarattın	1	yarattın	yarattın	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003715	yarattın,	1	yarattın,	yarattın,	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003716	yarattınsa	2	yarattınsa	yarattınsa	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003717	yarattığı.	1	yarattığı.	yarattığı.	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003718	yarat­	1	yarat­	yarat­	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003719	yaratıcısı	2	yaratıcısı	yaratıcısı	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003720	yaratıklar,	1	yaratıklar,	yaratıklar,	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003721	yaratıklardır.	1	yaratıklardır.	yaratıklardır.	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003722	Yaratıklarla	1	Yaratıklarla	yaratıklarla	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003723	yaratıkları	1	yaratıkları	yaratıkları	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003724	Yaratıldılar;	1	Yaratıldılar;	yaratıldılar;	13	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003725	yaratılışlıydı,	1	yaratılışlıydı,	yaratılışlıydı,	15	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003726	yaratılışı,	1	yaratılışı,	yaratılışı,	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003727	yaratıp	2	yaratıp	yaratıp	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003728	yaratış	1	yaratış	yaratış	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003729	yaratışın	1	yaratışın	yaratışın	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R003730	yardım	1	yardım	yardım	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
